NAME,IAU_ID,ALT_NAME,RA,DEC,PSG_TYPE_1,PSG_TYPE_2,CATEGORY_1,CATEGORY_2,MORPHTYPE,EGIS,EGIPS,REFERENCE,LINKS,PGC,RA_LEDA,DEC_LEDA,MORPHTYPE_LEDA,D25_LEDA,REDSHIFT_LEDA,NED_NAME,REDSHIFT_NED,J_MAG_NED,H_MAG_NED,Ks_MAG_NED,SGA_ID,RA_SGA,DEC_SGA,G_MAG_SB26_SGA,G_MAG_SB26_ERR_SGA,R_MAG_SB26_SGA,R_MAG_SB26_ERR_SGA,Z_MAG_SB26_SGA,Z_MAG_SB26_ERR_SGA,D26_SGA,D26_REF,PHDEP_G,PHDEP_R,PHDEP_I,PHDEP_Z,PHDEP_GR,PHDEP_ALL,G_MAG_ASYM_IRAF,G_MAG_ASYM_ERR_IRAF,G_MAG_SB26_IRAF,R26_G_IRAF,R26_G_ERR_IRAF,G_MAG_OUTER_IRAF,R_G_IRAF,R_MAG_ASYM_IRAF,R_MAG_ASYM_ERR_IRAF,R_MAG_SB26_IRAF,R26_R_IRAF,R26_R_ERR_IRAF,R_MAG_OUTER_IRAF,R_R_IRAF,I_MAG_ASYM_IRAF,I_MAG_ASYM_ERR_IRAF,I_MAG_SB26_IRAF,R26_I_IRAF,R26_I_ERR_IRAF,I_MAG_OUTER_IRAF,R_I_IRAF,Z_MAG_ASYM_IRAF,Z_MAG_ASYM_ERR_IRAF,Z_MAG_SB26_IRAF,R26_Z_IRAF,R26_Z_ERR_IRAF,Z_MAG_OUTER_IRAF,R_Z_IRAF,PA_SB26_GR,SMA_SB26_GR,SMB_SB26_GR,G_MAG_SB26_GR,R_MAG_SB26_GR,I_MAG_SB26_GR,Z_MAG_SB26_GR,W1_MAG_IRSA,W1_MAG_ERR_IRSA,W2_MAG_IRSA,W2_MAG_ERR_IRSA,W3_MAG_IRSA,W3_MAG_ERR_IRSA,W4_MAG_IRSA,W4_MAG_ERR_IRSA,A_G,A_R,A_I,A_Z,A_J,A_H,A_Ks,SDSS_SPEC_REDSHIFT,DR10_SPEC_REDSHIFT,DR10_PHOT_REDSHIFT,DR10_PHOT_REDSHIFT_I,DR9_PHOT_REDSHIFT,REDSHIFT,REDSHIFT_SOURCE,DA,SCALE,DL,KCOR_G,KCOR_R,KCOR_I,KCOR_Z,KCOR_J,KCOR_H,KCOR_Ks,KCOR_W1,KCOR_W2,KCOR_W3,KCOR_W4,M_G,M_R,M_I,M_Z,M_J,M_H,M_Ks,M_W1,M_W2,M_W3,M_W4,PHYS_SMA_SB26,LOGMSTAR_WISE,LOGSFR_WISE
,,,deg,deg,,,,,,,,,,,deg,deg,,arcmin,,,,mag,mag,mag,,deg,deg,mag,mag,mag,mag,mag,mag,arcmin,,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag/arcsec^2,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,mag,mag,mag,arcmin,arcmin,mag,arcmin,deg,arcmin,arcmin,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,,,,,,,Mpc,kpc/arcsec,Mpc,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,kpc,dex (log10 Msun),dex (log10 Msun/yr)
PGC118887,J135458.51-023356.1,PGC118887,208.7437972,-2.5655778,PH,,Polar_Tilted Halos,,S0,,,,,118887,208.7438310,-2.5655914,E-S0,0.4436,0.035944,LCRS B135223.4-021916,0.035944,12.984,12.282,12.035,894334,208.7438027,-2.5655822,15.665,0.014,14.804,0.014,14.145,0.023,0.8658,SB26,28.944,28.341,27.807,27.350,28.934,28.586,15.436,0.049,15.610,0.4748,0.0138,15.441,1.4716,14.6460,0.0380,14.6930,0.6815,0.0760,14.6050,1.4716,14.207,0.045,14.271,0.7409,0.0731,14.212,1.4716,13.939,0.057,13.980,0.7582,0.1274,13.945,1.4716,109.66,0.6026,0.3943,15.558,14.707,14.312,14.036,11.147,0.023,11.205,0.02,9.414,0.033,8.211,0.207,0.162,0.106,0.077,0.058,0.035,0.022,0.015,0.035944,0.035944,0.039889,0.037883,0.041247,0.035944,SDSS_SPEC_REDSHIFT,153.01,0.742,164.21,0.072,0.036,0.030,0.014,-0.025,-0.025,-0.078,0.000,0.000,0.000,0.000,-20.701,-21.526,-21.913,-22.169,-23.103,-23.792,-23.979,-24.930,-24.872,-26.663,-27.866,30.34,10.952,-0.053
SPRC46,J135500.37+241005.7,SPRC46,208.7515212,24.1682409,PR,,Polar_Tilted Rings,,S,,,Moiseev et al. (2011),https://ui.adsabs.harvard.edu/#abs/2011MNRAS.418..244M/abstract,,208.7514700,24.1683000,,,0.128477,SPRC 046,0.128477,15.31,14.609,14.046,,,,,,,,,,,,28.807,28.098,,27.082,28.728,28.178,18.320,0.100,18.503,0.1272,0.0191,18.294,0.4008,17.3780,0.0670,17.4590,0.1660,0.0358,17.3720,0.4008,,,,,,,,16.645,0.069,16.676,0.2061,0.0643,16.622,0.4008,126.35,0.1628,0.1130,18.443,17.452,,16.694,12.318,0.032,12.366,0.034,11.109,0.133,8.848,,0.046,0.030,0.022,0.017,0.010,0.006,0.004,0.128477,0.128477,0.151908,,0.139376,0.128477,SDSS_SPEC_REDSHIFT,490.71,2.379,624.90,0.320,0.106,,0.026,-0.055,-0.011,-0.183,0.000,0.000,0.000,0.000,-20.842,-21.656,,-22.346,-23.624,-24.365,-24.754,-26.661,-26.613,-27.870,-30.131,23.69,11.641,0.776
PGC2224505,J135509.88+433544.2,PGC2224505,208.7911871,43.5956185,PR,,Polar_Tilted Rings,,E,,,,,2224505,208.7911845,43.5956337,E,0.3811,0.091754,,,,,,281286,208.7911835,43.5956277,16.164,0.010,15.268,0.010,14.669,0.011,0.6024,SB26,29.161,28.512,,27.417,29.121,28.531,15.985,0.029,16.080,0.3337,0.1161,15.983,1.0321,15.1040,0.0250,15.1550,0.3951,0.0377,15.1030,1.0321,,,,,,,,14.651,0.015,14.647,0.3222,0.1578,14.655,1.0321,66.10,0.4187,0.2635,16.048,15.163,,14.638,13.908,0.025,13.539,0.031,10.279,0.069,8.306,0.224,0.037,0.024,0.018,0.013,0.008,0.005,0.004,0.091754,,,,0.056813,0.091754,SDSS_SPEC_REDSHIFT,365.59,1.772,435.75,0.215,0.077,,0.009,,,,0.000,0.000,0.000,0.000,-22.368,-23.142,,-23.571,,,,-24.288,-24.657,-27.917,-29.890,42.01,10.550,0.688
PGC3815966,J135517.79+143725.3,PGC3815966,208.8241144,14.6236927,PTS,,Polar_Tilted Tidal Structures,,S,,,,,3815966,208.8241215,14.6237542,E,,,WISEA J135517.84+143725.4,0.040430,13.373,12.672,12.382,,208.8243600,14.6237300,,,,,,,,,28.754,28.330,,27.349,28.881,28.426,15.674,0.048,15.798,0.3836,0.0522,15.663,1.2694,14.8810,0.0340,14.9430,0.4759,0.0783,14.8640,1.2694,,,,,,,,14.278,0.049,14.328,0.5704,0.0994,14.272,1.2694,136.77,0.5097,0.3217,15.756,14.949,,14.358,12.191,0.03,12.048,0.03,8.97,0.034,7.141,0.128,0.072,0.048,0.035,0.026,0.016,0.010,0.007,0.040430,0.040430,0.036625,,0.037030,0.040430,SDSS_SPEC_REDSHIFT,171.18,0.830,185.30,0.083,0.040,,0.014,-0.027,-0.025,-0.077,0.000,0.000,0.000,0.000,-20.696,-21.484,,-22.051,-22.955,-23.652,-23.887,-24.148,-24.291,-27.369,-29.198,23.70,10.571,0.435
PGC1845965,J135529.73+284719.6,PGC1845965,208.8738549,28.7887827,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,S0-a,,,,,1845965,208.8739170,28.7887452,S0,0.4710,0.034972,WISEA J135529.71+284719.7,0.034971,12.976,12.452,11.845,6061,208.8738594,28.7887850,15.600,0.013,14.826,0.013,14.252,0.014,0.9183,SB26,28.822,28.142,,27.341,28.756,28.400,15.490,0.035,15.597,0.4492,0.0391,15.493,1.3871,14.7120,0.0310,14.7810,0.5537,0.0490,14.7160,1.3871,,,,,,,,14.144,0.040,14.170,0.7140,0.1221,14.148,1.3871,117.55,0.5640,0.2920,15.546,14.768,,14.190,12.704,0.033,12.734,0.035,11.62,0.198,8.635,,0.047,0.031,0.022,0.017,0.010,0.006,0.004,0.034971,0.034971,0.035068,,0.034518,0.034971,SDSS_SPEC_REDSHIFT,149.04,0.723,159.65,0.069,0.035,,0.013,-0.033,-0.043,-0.005,0.000,0.000,0.000,0.000,-20.535,-21.301,,-21.876,-23.017,-23.527,-24.170,-23.312,-23.282,-24.396,-27.381,24.02,10.295,-0.230
PGC1656971,J135637.15+214625.1,PGC1656971,209.1547758,21.7736443,PR,PDL,Polar_Tilted Rings,Polar_Tilted Dust Lanes,S0,,,,,1656971,209.1546990,21.7736776,S0-a,0.5035,0.064803,,,,,,92903,209.1547609,21.7736338,16.671,0.025,15.780,0.037,15.064,0.038,0.8667,SB26,29.060,28.061,,27.121,28.719,28.220,16.293,0.045,16.482,0.4327,0.0154,16.281,1.3467,15.5400,0.0620,15.6320,0.4943,0.0866,15.5260,1.3467,,,,,,,,14.943,0.072,14.982,0.6109,0.1695,14.939,1.3467,35.15,0.5395,0.2115,16.418,15.634,,15.010,12.264,0.023,12.261,0.023,11.356,0.131,8.98,,0.086,0.057,0.041,0.031,0.019,0.012,0.008,0.064803,0.064803,0.077024,,0.079197,0.064803,SDSS_SPEC_REDSHIFT,266.51,1.292,302.17,0.134,0.056,,0.013,,,,0.000,0.000,0.000,0.000,-21.139,-21.882,,-22.463,,,,-25.137,-25.140,-26.045,-28.421,38.32,11.014,0.150
PGC1668466,J135638.86+222137.7,PGC1668466,209.1619127,22.3604690,PDL,PTS,Polar_Tilted Dust Lanes,Polar_Tilted Tidal Structures,S,,,,,1668466,209.1618735,22.3604371,E,0.5260,0.053315,WISEA J135638.85+222137.8,0.053315,12.851,12.301,11.768,459182,209.1619139,22.3604663,15.659,0.005,14.751,0.005,14.097,0.006,1.0027,SB26,29.094,28.174,,27.346,28.822,28.417,15.596,0.029,15.683,0.4355,0.0461,15.564,1.2324,14.6810,0.0290,14.7340,0.5443,0.0343,14.6850,1.2324,,,,,,,,14.034,0.032,14.051,0.6677,0.0860,14.031,1.2324,158.35,0.5047,0.3486,15.640,14.739,,14.083,12.941,0.023,12.868,0.026,11.101,0.12,8.723,,0.091,0.060,0.044,0.033,0.020,0.012,0.009,0.053315,0.053315,0.059915,,0.060308,0.053315,SDSS_SPEC_REDSHIFT,222.28,1.078,246.61,0.122,0.051,,0.017,-0.046,-0.049,-0.041,0.000,0.000,0.000,0.000,-21.490,-22.337,,-22.959,-24.083,-24.622,-25.160,-24.019,-24.092,-25.859,-28.237,35.21,10.543,0.083
PGC049601,J135652.31+154208.0,PGC049601,209.2179747,15.7022353,PTS,,Polar_Tilted Tidal Structures,,E,,,,,49601,209.2179900,15.7022027,E,0.9120,0.026672,CGCG 103-018,0.026672,11.701,11.125,10.718,1156410,209.2179758,15.7022310,14.367,0.005,13.546,0.005,12.922,0.006,1.7553,SB26,28.841,28.373,,27.375,28.919,28.447,14.229,0.032,14.333,0.8250,0.0116,14.192,2.2926,13.4220,0.0260,13.4820,0.9399,0.0315,13.3670,2.2926,,,,,,,,12.798,0.034,12.835,1.0050,0.1652,12.756,2.2926,46.27,0.9254,0.6938,14.303,13.486,,12.863,12.22,0.023,12.183,0.022,10.851,0.104,8.594,,0.060,0.040,0.029,0.022,0.013,0.008,0.006,,,0.025921,,0.024393,0.026672,REDSHIFT_NED,114.82,0.557,121.03,0.048,0.027,,0.012,-0.023,-0.031,-0.030,0.000,0.000,0.000,0.000,-21.189,-21.999,,-22.613,-23.703,-24.266,-24.672,-23.194,-23.231,-24.563,-26.820,31.41,10.225,-0.436
PGC1736662,J135700.24+252627.3,PGC1736662,209.2510182,25.4409082,PTS,,Polar_Tilted Tidal Structures,,S,,,,,1736662,209.2510830,25.4409058,SBm,0.6457,0.058615,,,,,,1383257,209.2510535,25.4409183,16.670,0.007,15.793,0.007,15.077,0.006,0.8242,SB26,28.952,28.237,,27.284,28.858,28.360,16.328,0.042,16.428,0.3962,0.0233,16.320,0.8903,15.5080,0.0430,15.5810,0.3940,0.0308,15.5020,0.8903,,,,,,,,14.847,0.052,14.903,0.4381,0.1311,14.839,0.8903,79.40,0.3604,0.2749,16.375,15.558,,14.902,11.467,0.023,11.558,0.021,10.922,0.091,8.808,,0.057,0.038,0.027,0.021,0.013,0.008,0.005,0.058615,0.058615,0.073143,,0.062485,0.058615,SDSS_SPEC_REDSHIFT,242.83,1.177,272.14,0.129,0.054,,0.016,,,,0.000,0.000,0.000,0.000,-20.932,-21.685,,-22.308,,,,-25.707,-25.616,-26.252,-28.366,27.82,11.274,0.130
PGC3091159,J135701.18+113641.1,PGC3091159,209.2549147,11.6114284,PTS,,Polar_Tilted Tidal Structures,,M,,,,,3091159,209.2548900,11.6114376,S0,0.9162,0.038613,WISEA J135701.17+113641.2,0.038613,12.89,11.991,12.064,374072,209.2549159,11.6114342,15.162,0.018,14.389,0.027,13.822,0.022,1.4652,SB26,28.912,28.144,27.686,27.523,28.768,28.601,15.134,0.019,15.181,0.7477,0.0623,15.070,1.8641,14.3750,0.0190,14.3770,0.8314,0.1239,14.3090,1.8641,14.040,0.025,14.034,0.8834,0.1126,13.979,1.8641,13.808,0.021,13.785,1.0674,0.0932,13.748,1.8641,116.88,0.7659,0.3579,15.146,14.378,14.050,13.821,12.373,0.023,12.175,0.021,8.503,0.023,6.768,0.07,0.074,0.048,0.035,0.026,0.016,0.010,0.007,0.038613,0.038613,0.031260,0.031360,0.030189,0.038613,SDSS_SPEC_REDSHIFT,163.84,0.794,176.74,0.076,0.038,0.025,0.012,-0.024,-0.022,-0.121,0.000,0.000,0.000,0.000,-21.206,-21.946,-22.263,-22.490,-23.339,-24.234,-24.059,-23.864,-24.062,-27.734,-29.469,39.61,10.438,0.534
PGC1024753,J135712.07-070433.0,PGC1024753,209.3002868,-7.0758269,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,M,,,Reshetnikov & Mosenkov (2019),https://ui.adsabs.harvard.edu/#abs/2019MNRAS.483.1470R/abstract,1024753,209.3002500,-7.0757500,,1.3490,0.027352,WISEA J135712.08-070433.1,0.044617,13.443,12.493,12.694,253288,209.3003251,-7.0758415,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,,LEDA,29.381,28.268,28.430,27.529,28.957,28.798,15.650,0.018,15.662,1.0720,0.0268,15.568,1.6563,14.9920,0.0240,14.9060,1.0739,0.0266,14.8200,1.6563,14.675,0.015,14.578,1.0708,0.0278,14.513,1.6563,14.446,0.028,14.345,1.0383,0.1006,14.302,1.6563,146.31,0.6679,0.3614,15.541,14.841,14.530,14.303,12.112,0.023,12.103,0.023,10.134,0.054,8.54,,0.109,0.072,0.052,0.039,0.024,0.015,0.010,,,0.026706,0.023523,0.024711,0.044617,REDSHIFT_NED,187.96,0.911,205.11,0.078,0.041,0.015,0.009,-0.028,-0.025,-0.118,0.000,0.000,0.000,0.000,-21.085,-21.767,-22.049,-22.263,-23.113,-24.057,-23.758,-24.448,-24.457,-26.426,-28.020,58.70,10.736,0.003
UGC08873,J135715.41+241527.3,UGC08873,209.3142204,24.2575703,PTS,,Polar_Tilted Tidal Structures,,S,,,,,49631,209.3142960,24.2575269,Sbc,1.1169,0.029714,UGC 08873,0.029730,12.017,11.354,11.061,1289299,209.3142538,24.2575750,14.519,0.015,13.777,0.020,13.150,0.023,2.3266,SB26,28.932,28.155,,27.217,28.782,28.292,14.391,0.020,14.535,0.8222,0.0020,14.363,1.9777,13.7220,0.0160,13.8180,0.8989,0.0821,13.6930,1.9777,,,,,,,,13.154,0.020,13.206,1.2133,0.3329,13.124,1.9777,122.35,0.8072,0.3973,14.495,13.812,,13.238,12.459,0.023,11.96,0.022,7.458,0.018,4.508,0.025,0.061,0.040,0.029,0.022,0.013,0.008,0.006,0.029728,0.029728,0.019961,,0.024516,0.029728,SDSS_SPEC_REDSHIFT,127.50,0.618,135.20,0.050,0.030,,0.011,-0.022,-0.026,-0.056,0.000,0.000,0.000,0.000,-21.231,-21.907,,-22.482,-23.629,-24.283,-24.544,-23.196,-23.695,-28.197,-31.147,33.33,10.069,1.148
SPRC135,J135725.77+472708.0,SPRC135,209.3573684,47.4522217,PR,,Polar_Tilted Rings,,M,,,Moiseev et al. (2011),https://ui.adsabs.harvard.edu/#abs/2011MNRAS.418..244M/abstract,,209.3573700,47.4521900,,,0.132140,SPRC 135,0.132140,14.234,13.48,13.058,,,,,,,,,,,,29.331,28.465,,27.289,29.117,28.404,17.421,0.021,17.421,0.4199,0.0390,17.421,0.5387,16.3290,0.0200,16.3510,0.2445,0.0375,16.3260,0.5387,,,,,,,,15.611,0.020,15.612,0.2564,0.0506,15.623,0.5387,179.69,0.2190,0.1317,17.454,16.353,,15.614,11.536,0.021,11.571,0.021,9.225,0.031,7.365,0.108,0.060,0.039,0.029,0.021,0.013,0.008,0.006,0.132140,,,,0.121164,0.132140,SDSS_SPEC_REDSHIFT,502.60,2.437,644.20,0.378,0.128,,0.031,-0.044,0.003,-0.224,0.000,0.000,0.000,0.000,-22.062,-22.861,,-23.485,-24.780,-25.576,-25.769,-27.509,-27.474,-29.820,-31.680,35.75,11.975,1.343
PGC049652,J135739.62+672809.4,PGC049652,209.4151028,67.4692916,PDL,PTS,Polar_Tilted Dust Lanes,Polar_Tilted Tidal Structures,E,,,,,49652,209.4153330,67.4691944,E,0.4732,0.034974,CGCG 317-011,0.034974,12.034,11.335,11.038,1152252,209.4151306,67.4693072,14.972,0.004,13.989,0.005,13.502,0.007,1.6937,SB26,29.481,28.498,,27.241,29.171,28.377,14.816,0.023,14.936,0.7017,0.0121,14.739,2.1610,13.8710,0.0250,13.8870,1.0869,0.0350,13.8020,2.1610,,,,,,,,13.522,0.022,13.526,0.4853,0.2839,13.553,2.1610,71.53,0.8808,0.5839,14.868,13.912,,13.517,13.103,0.023,12.89,0.025,11.505,0.144,8.892,,0.056,0.037,0.027,0.020,0.012,0.008,0.005,,,,,0.063264,0.034974,REDSHIFT_NED,149.06,0.723,159.66,0.061,0.032,,0.013,-0.024,-0.025,-0.065,0.000,0.000,0.000,0.000,-21.197,-22.198,,-22.523,-23.970,-24.664,-24.918,-22.913,-23.126,-24.511,-27.124,47.15,10.053,-0.324
PGC1635341,J135750.97+204545.1,PGC1635341,209.4623921,20.7625259,PR,,Polar_Tilted Rings,,E,,,,,1635341,209.4623730,20.7624874,S?,0.3690,0.061243,,,,,,758786,209.4623932,20.7624989,16.516,0.008,15.730,0.009,15.109,0.012,0.7071,SB26,29.190,28.291,,27.389,28.935,28.458,16.407,0.042,16.567,0.2773,0.0096,16.404,0.8148,15.6430,0.0480,15.7270,0.3417,0.0234,15.6480,0.8148,,,,,,,,15.040,0.055,15.078,0.4145,0.0649,15.043,0.8148,64.90,0.3306,0.2564,16.527,15.738,,15.121,11.463,0.023,11.501,0.021,9.824,0.034,8.405,0.175,0.104,0.068,0.050,0.037,0.023,0.014,0.010,0.061243,0.061243,0.057518,,0.055585,0.061243,SDSS_SPEC_REDSHIFT,252.93,1.226,284.86,0.127,0.054,,0.013,,,,0.000,0.000,0.000,0.000,-20.937,-21.668,,-22.245,,,,-25.810,-25.772,-27.449,-28.868,25.14,11.297,0.314
PGC2576764,J135805.01+581644.4,PGC2576764,209.5208656,58.2789974,PR,PTS,Face-on Polar_Tilted Rings,Polar_Tilted Tidal Structures,E,,,,,2576764,209.5209270,58.2789980,E,0.5861,0.060003,,,,,,124703,209.5208719,58.2789861,15.851,0.005,14.832,0.012,14.404,0.022,1.1976,SB26,29.340,28.405,,27.363,29.066,28.471,15.637,0.038,15.800,0.6415,0.0492,15.559,1.9777,14.6970,0.0360,14.7360,0.8734,0.0445,14.6330,1.9777,,,,,,,,14.410,0.023,14.421,1.3841,0.2729,14.442,1.9777,3.75,0.7932,0.3957,15.714,14.742,,14.387,13.046,0.025,12.976,0.026,11.07,0.103,9.08,,0.033,0.022,0.016,0.012,0.007,0.004,0.003,0.060003,,,,0.061192,0.060003,SDSS_SPEC_REDSHIFT,248.18,1.203,278.85,0.143,0.058,,0.012,,,,0.000,0.000,0.000,0.000,-21.603,-22.571,,-22.830,,,,-24.181,-24.251,-26.157,-28.147,63.04,10.609,0.050
PGC2638934,J135820.93+623331.8,PGC2638934,209.5872103,62.5588357,PTS,,Polar_Tilted Tidal Structures,,S,,,,,2638934,209.5872270,62.5588718,S?,0.3357,0.097288,,,,,,90493,209.5872374,62.5588294,16.813,0.018,15.989,0.020,15.461,0.037,0.5505,SB26,29.255,28.469,,27.285,29.104,28.400,16.645,0.054,16.811,0.2424,0.0386,16.560,1.1617,15.8180,0.0760,15.9240,0.3008,0.0483,15.7000,1.1617,,,,,,,,15.480,0.029,15.476,0.2190,0.1978,15.493,1.1617,96.34,0.4764,0.2148,16.712,15.900,,15.446,12.22,0.024,12.189,0.021,10.627,0.065,8.646,0.314,0.070,0.046,0.034,0.025,0.015,0.010,0.007,0.097288,,,,0.072762,0.097288,SDSS_SPEC_REDSHIFT,385.15,1.867,463.74,0.189,0.067,,-0.004,,,,0.000,0.000,0.000,0.000,-21.779,-22.520,,-22.876,,,,-26.111,-26.142,-27.704,-29.685,33.70,11.394,0.613
NGC5387,J135824.80+060416.5,NGC5387,209.6033317,6.0712472,PTS,,Forming Polar_Tilted Rings,,S,,EGIPS J135824.8+060416,,,49724,209.6033535,6.0712192,SBbc,1.1722,0.017408,NGC 5387,0.017463,11.812,11.079,10.705,816706,209.6031777,6.0709515,14.615,0.013,13.859,0.014,13.191,0.015,2.9326,SB26,28.784,28.749,27.871,27.783,29.119,28.840,14.356,0.006,14.582,1.8719,0.0684,14.392,2.3614,13.6650,0.0220,13.6930,0.8027,0.0718,13.6660,2.3614,13.341,0.031,13.359,0.8281,0.1279,13.347,2.3614,13.085,0.015,13.087,2.1638,0.1207,13.086,2.3614,116.84,0.9541,0.3547,14.342,13.652,13.322,13.064,12.728,0.023,12.448,0.022,8.521,0.022,6.745,0.06,0.100,0.066,0.048,0.036,0.022,0.014,0.009,0.017419,0.017266,0.022304,0.011883,0.018629,0.017419,SDSS_SPEC_REDSHIFT,75.84,0.368,78.50,0.026,0.019,0.014,0.008,-0.013,-0.017,-0.023,0.000,0.000,0.000,0.000,-20.018,-20.866,-21.177,-21.431,-22.671,-23.392,-23.755,-21.746,-22.026,-25.953,-27.729,17.72,9.563,-0.103
2MASXJ13583111+2723271,J135831.03+272326.9,2MASXJ13583111+2723271,209.6292745,27.3907967,PTS,,Forming Polar_Tilted Rings,,S,,,,,3816985,209.6293875,27.3907905,S?,0.6266,0.066731,WISEA J135831.09+272326.1,0.066731,13.628,13.022,12.568,484050,209.6296221,27.3908394,16.126,0.013,15.405,0.010,14.832,0.009,0.7238,SB26,28.808,28.215,,27.223,28.808,28.300,15.905,0.044,15.994,0.3491,0.0344,15.884,0.9446,15.2230,0.0400,15.2730,0.4275,0.0359,15.2060,0.9446,,,,,,,,14.682,0.052,14.721,0.4422,0.1085,14.680,0.9446,129.28,0.3829,0.3224,15.966,15.278,,14.733,11.908,0.023,11.88,0.023,8.584,0.023,6.586,0.058,0.070,0.046,0.033,0.025,0.015,0.009,0.007,0.066731,0.066731,0.094221,,0.097932,0.066731,SDSS_SPEC_REDSHIFT,273.81,1.327,311.57,0.111,0.050,,0.005,-0.048,-0.040,-0.083,0.000,0.000,0.000,0.000,-21.655,-22.291,,-22.777,-23.807,-24.415,-24.824,-25.560,-25.588,-28.884,-30.882,34.04,11.175,1.051
PGC1248904,J135845.81+031642.7,PGC1248904,209.6908812,3.2785225,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,E,,,,,1248904,209.6909490,3.2785144,S0-a,0.3508,0.077870,,,,,,114938,209.6909001,3.2785197,16.590,0.004,15.785,0.006,15.184,0.010,0.4719,SB26,28.891,28.702,27.818,28.512,29.155,29.045,16.478,0.033,16.551,0.2400,0.0326,16.470,0.7239,15.6870,0.0190,15.7280,0.2683,0.0235,15.6700,0.7239,15.354,0.030,15.380,0.2729,0.0684,15.358,0.7239,15.102,0.013,15.124,0.3303,0.0275,15.095,0.7239,25.17,0.2922,0.2023,16.521,15.727,15.381,15.137,12.815,0.033,12.634,0.035,9.027,0.037,7.373,0.169,0.101,0.067,0.048,0.036,0.022,0.014,0.010,0.077870,0.077870,0.074873,0.080943,0.074364,0.077870,SDSS_SPEC_REDSHIFT,315.35,1.529,366.37,0.156,0.061,0.019,0.009,,,,0.000,0.000,0.000,0.000,-21.526,-22.220,-22.507,-22.741,,,,-25.005,-25.186,-28.793,-30.447,24.61,10.901,0.892
PGC049766,J135853.50+084338.5,PGC049766,209.7229112,8.7273610,PH,PTS,Polar_Tilted Halos,Polar_Tilted Tidal Structures,S0,,,,,49766,209.7229275,8.7274730,S?,0.4721,0.047296,WISEA J135853.55+084338.5,0.047296,13.863,13.258,12.857,935995,209.7229186,8.7273785,16.436,0.010,15.585,0.015,14.917,0.018,0.8380,SB26,28.752,28.126,27.879,27.125,28.736,28.402,16.243,0.075,16.407,0.3736,0.0473,16.241,1.0021,15.4330,0.0620,15.5220,0.4254,0.0567,15.4360,1.0021,15.061,0.057,15.116,0.4371,0.0498,15.064,1.0021,14.784,0.082,14.833,0.4539,0.1025,14.793,1.0021,84.25,0.4097,0.3507,16.359,15.530,15.145,14.866,12.661,0.033,12.409,0.034,8.336,0.033,6.658,0.087,0.078,0.051,0.037,0.028,0.017,0.011,0.007,0.047296,0.047296,0.076898,0.065389,0.080468,0.047296,SDSS_SPEC_REDSHIFT,198.61,0.963,217.84,0.102,0.046,0.034,0.016,-0.037,-0.038,-0.064,0.000,0.000,0.000,0.000,-20.464,-21.266,-21.646,-21.902,-22.808,-23.406,-23.777,-24.030,-24.282,-28.355,-30.033,24.58,10.487,0.740
PGC049765,J135858.67+704440.6,PGC049765,209.7444392,70.7445992,PR,PTS,Polar_Tilted Rings,Polar_Tilted Tidal Structures,S,,,,,49765,209.7446250,70.7446667,,0.5129,0.030641,CGCG 336-035,0.030641,12.363,11.699,11.457,1236346,209.7444832,70.7446217,15.221,0.006,14.318,0.007,13.825,0.025,1.1364,SB26,29.266,28.466,,27.207,29.099,28.335,14.988,0.030,15.087,0.7363,0.0122,14.847,1.8641,14.1270,0.0300,14.1530,0.8524,0.0505,14.0060,1.8641,,,,,,,,13.793,0.012,13.790,0.4148,0.2730,13.762,1.8641,46.33,0.7626,0.5686,15.029,14.151,,13.788,12.914,0.032,12.819,0.035,9.847,0.056,7.923,,0.048,0.032,0.023,0.017,0.011,0.007,0.005,,,,,0.048360,0.030641,REDSHIFT_NED,131.28,0.636,139.44,0.056,0.030,,0.011,-0.023,-0.026,-0.067,0.000,0.000,0.000,0.000,-20.739,-21.631,,-21.960,-23.347,-24.004,-24.203,-22.808,-22.903,-25.875,-27.799,32.53,10.051,-0.077
